cpu_mean,cpu_max,cpu_variance,ram_mean,ram_growth_rate,swap_percent,network_mean,network_symmetry,net_variance,udp_tcp_ratio,disk_io_mean,process_count_mean,thread_count_mean,load_avg,ctx_switches_per_core,cpu_user_system_ratio,psi_cpu_some,psi_mem_some,psi_io_some,vscode_active,browser_active,compiler_active,workload_label
0.616512,4.6359,1.748244,13.143598,0.047404,0.0,0.002818,0.071525,0.028173,1.606889,0.021101,397.126695,39.817145,0.017277,12.393315,1.765824,0.0,0.0,0.054356,0,0,0,idle
8.371304,20.80049,8.845042,34.378256,2.86068,0.916669,0.006672,0.018202,1.49478,0.446883,2.16211,453.752541,73.043375,0.745832,487.917945,3.301048,2.48797,0.125333,3.950622,1,0,1,coding
15.546707,27.569074,6.610164,27.43252,0.264899,0.0,0.112379,0.696957,0.10082,1.588167,0.509349,405.965528,51.261272,0.470581,227.576472,1.969995,0.976438,0.0,0.052903,0,1,0,video_call
9.000092,30.623396,17.063855,28.354313,1.319091,0.471126,0.030998,0.040776,2.930107,0.512194,1.839534,423.402542,48.010774,0.289019,256.246195,5.080912,0.243795,0.0,0.0,0,1,0,browsing
12.179045,21.597023,10.513533,19.845733,0.048813,0.0,0.091568,0.673719,0.097898,1.54303,0.333402,407.401204,50.269063,0.402966,233.271969,3.217239,1.246095,0.0,0.053147,0,1,0,video_call
16.310932,34.822597,21.607628,22.699173,1.661332,0.260208,0.009513,0.03081,0.907615,0.513397,5.596085,441.380352,70.066791,0.233822,623.536389,5.54926,5.509966,0.215751,0.821017,1,1,1,coding
7.414686,37.59193,12.316626,19.962469,0.736772,0.367119,0.008246,0.021479,1.463872,0.657188,3.522479,426.630167,59.015262,1.428595,636.903498,5.288969,2.992859,0.12655,4.847314,1,1,1,coding
19.76849,33.4716,26.810514,23.324438,2.791817,0.693885,0.000207,0.024103,2.216302,0.473684,4.186545,440.175297,52.817065,1.101434,715.944889,8.895015,5.195523,0.069166,5.214536,1,1,0,coding
21.603687,33.553678,11.180018,23.883073,-0.007497,0.0,0.082931,0.831943,0.120624,1.764664,0.819247,415.082065,49.079991,0.338814,322.136393,2.148463,0.813409,0.0,0.105875,0,1,0,video_call
13.346183,35.245801,23.406199,22.319972,0.454154,0.168242,0.039404,0.025489,3.006078,0.532508,1.586039,421.799813,47.992841,0.320966,208.47467,3.535177,0.487911,0.0,0.095908,0,1,0,browsing
0.2,3.177411,0.814287,11.66279,-0.041187,0.0,0.00332,0.031948,0.03733,1.810349,0.078004,390.323274,36.151078,0.032718,32.734359,2.872572,0.0,0.0,0.015269,0,0,0,idle
5.0,14.730346,21.629447,27.321076,0.640452,0.939625,0.005092,0.022694,1.20767,0.861365,1.685199,447.46861,57.285975,1.782535,454.194519,5.104113,4.325125,0.159412,2.944173,1,1,1,coding
11.440509,30.851319,7.078791,20.087413,0.399524,0.0,0.073825,0.795182,0.055442,1.212762,0.769551,413.142635,53.931584,0.329537,295.850119,2.633078,1.513018,0.0,0.044751,0,1,0,video_call
5.846312,19.267951,16.539572,33.612449,0.941049,0.238138,0.063708,0.028717,4.896963,0.538751,1.682671,433.806576,44.801315,0.252819,89.351912,4.824739,0.315013,0.0,0.15322,0,1,0,browsing
18.130891,22.523079,10.043576,19.908323,-0.346172,0.0,0.081678,0.77319,0.081936,1.649049,0.668674,427.118862,51.549331,0.260282,258.427108,2.248938,0.946831,0.0,0.019673,0,1,0,video_call
9.988533,18.458362,8.011709,22.622607,0.176514,0.0,0.085464,0.845318,0.104964,2.159629,0.491292,416.425993,50.016227,0.390714,302.900881,2.148948,0.629606,0.0,0.108524,0,1,0,video_call
3.274105,5.15271,0.067813,14.219562,0.045868,0.0,0.002454,0.040293,0.03005,1.277151,0.128123,391.261632,38.780072,0.011053,27.849805,4.529093,0.0,0.0,0.020092,0,0,0,idle
23.633926,45.784403,25.293466,23.002264,0.554756,1.091627,0.007102,0.042858,1.149699,0.868779,5.341105,416.840376,73.908146,0.791915,658.291082,10.158463,0.903266,0.043223,4.014743,1,1,1,coding
14.715331,26.357923,11.497414,20.361598,0.26948,0.0,0.063063,0.729916,0.091128,1.481306,0.772173,415.53145,49.624772,0.247,221.537952,1.747337,0.386019,0.0,0.121858,0,1,0,video_call
14.297716,28.110354,12.105773,23.741054,-0.16708,0.0,0.076837,0.731827,0.090999,1.53173,1.434135,406.780148,46.83983,0.286879,283.22281,1.836766,1.862594,0.0,0.055516,0,1,0,video_call
12.118725,28.693052,10.147086,16.078667,0.286369,0.0,0.069711,0.658519,0.120889,1.66509,0.817024,408.944944,46.791999,0.419948,237.728757,1.551868,0.654736,0.0,0.045153,0,1,0,video_call
8.531724,28.54177,33.483064,18.873864,0.853211,0.272131,0.030099,0.023542,3.144614,0.509321,2.077654,413.910694,45.28065,0.24363,185.135202,4.10762,0.584755,0.0,0.220018,0,1,0,browsing
14.711011,25.424359,11.873208,32.127126,1.320363,0.812027,0.015615,0.033233,1.408274,0.909414,5.642743,451.829084,75.277522,0.060694,774.728436,4.141207,5.63314,0.16391,5.921456,1,1,1,coding
1.695648,5.697763,0.505514,11.850778,0.027946,0.0,0.002631,0.033497,0.092156,1.50103,0.281577,401.756425,36.314979,0.008358,38.457476,2.036702,0.0,0.0,0.016234,0,0,0,idle
25.149782,48.72064,13.953999,32.725247,2.144983,0.0,0.006056,0.018016,0.900626,0.722696,4.806259,429.176209,55.631771,1.076127,531.433219,8.47286,3.681642,0.093744,2.593945,1,0,1,coding
17.385058,30.429165,9.918441,20.241828,-0.237828,0.0,0.096014,0.64959,0.083589,1.227653,0.945663,416.051891,50.434269,0.322347,268.721022,2.049501,1.205621,0.0,0.107921,0,1,0,video_call
1.238428,3.00448,1.307134,12.771976,-0.041662,0.0,0.003186,0.040146,0.054854,1.365227,0.502606,398.842903,37.362713,0.022314,37.363379,2.634708,0.0,0.0,0.045316,0,0,0,idle
8.992032,12.141592,16.539958,23.315707,0.066209,0.122346,0.033169,0.020088,3.038439,0.327659,1.550737,426.505872,43.201309,0.262195,175.360816,2.538491,0.263375,0.0,0.140869,0,1,0,browsing
16.425966,33.264292,12.699469,27.154855,1.778084,0.0,0.009793,0.0162,1.167972,0.558373,5.564785,463.868392,60.854308,1.705636,436.435834,7.603575,0.387188,0.137588,4.305484,1,0,1,coding
0.581305,1.956376,0.989752,13.321933,-0.079051,0.0,0.003466,0.027042,0.043778,1.105197,0.458522,404.685885,41.745889,0.035575,35.091954,2.449724,0.0,0.0,0.02956,0,0,0,idle
16.685274,24.874136,9.919637,14.443912,-0.177477,0.0,0.085783,0.64416,0.088256,1.586113,0.875631,403.760798,50.465588,0.259642,259.399207,2.253626,0.603342,0.0,0.084121,0,1,0,video_call
0.225836,2.647463,1.219854,14.163216,-0.012053,0.0,0.001959,0.034606,0.039508,1.175917,0.035095,401.069528,40.254863,0.016554,15.926993,0.143498,0.0,0.0,0.013361,0,0,0,idle
12.314005,26.845046,16.224884,27.440309,1.251548,0.361543,0.046653,0.028041,5.04656,0.518035,2.368889,434.987668,42.568501,0.177313,207.64894,4.851908,0.200634,0.0,0.21,0,1,0,browsing
15.062684,25.438252,10.027241,15.943585,0.001695,0.0,0.081813,0.800731,0.091295,1.534466,0.238623,399.806592,51.747564,0.208047,342.622526,1.197906,1.146427,0.0,0.110044,0,1,0,video_call
31.234383,66.144398,23.142735,30.73263,0.011724,0.227927,0.00956,0.016917,1.013586,0.49316,5.537434,448.56326,36.127741,1.481788,385.53933,12.617008,5.394531,0.106622,1.757451,1,1,1,coding
23.711121,55.975772,12.390164,22.748158,3.535703,1.276525,0.002971,0.02565,1.241797,0.829385,4.058279,421.248598,83.340467,1.713804,267.55344,9.249187,5.644609,0.101204,2.880899,1,1,1,coding
3.135559,5.585085,0.607346,12.969184,0.102359,0.0,0.001999,0.048184,0.037228,1.359725,0.347549,395.813757,41.632013,0.024449,1.0,0.934395,0.0,0.0,0.027585,0,0,0,idle
12.653323,29.409724,37.275205,19.531303,0.312055,0.363259,0.056808,0.016278,2.885256,0.367885,1.98542,414.035863,47.083084,0.112567,189.745141,3.888475,0.302926,0.0,0.106257,0,1,0,browsing
11.042922,23.610698,5.99395,20.284275,0.016405,0.0,0.09924,0.772692,0.082212,1.407543,1.160577,416.735124,42.962479,0.27698,362.432612,1.861063,1.029171,0.0,0.104759,0,1,0,video_call
1.538778,2.898594,1.923905,13.92559,0.156572,0.0,0.002926,0.050942,0.060007,1.420512,0.430228,396.96243,39.140017,0.036138,40.750798,3.391362,0.0,0.0,0.0,0,0,0,idle
19.898472,22.898472,22.746212,24.523868,2.291447,0.0,0.016285,0.024139,2.175455,1.296775,5.571391,418.033136,46.137355,0.761235,546.810178,7.72777,1.579447,0.126069,1.601956,1,1,1,coding
2.271393,5.5639,0.868843,12.201841,-0.022794,0.0,0.003498,0.021668,0.036058,1.223515,0.158825,400.279936,38.8235,0.018593,36.941327,2.166799,0.0,0.0,0.054539,0,0,0,idle
32.672487,56.600999,6.166141,28.202811,0.756582,0.843575,0.009389,0.034509,1.26436,0.745995,3.241234,440.198675,57.614946,0.830042,670.305911,5.811732,2.516142,0.106457,4.622941,1,1,0,coding
12.859276,34.346398,27.83396,25.088355,-0.125061,0.31192,0.04482,0.015736,4.674596,0.309899,1.896253,416.734567,48.450208,0.196795,132.742738,4.751626,0.039596,0.0,0.281428,0,1,0,browsing
22.396739,41.44739,22.193655,29.999978,1.434522,0.716374,0.014851,0.038533,0.891923,0.756963,5.220498,447.165406,59.153079,1.202668,674.780834,6.28796,5.562977,0.105481,4.864458,1,1,1,coding
15.603798,33.325671,19.575458,20.556451,-0.043774,0.208479,0.030922,0.049351,3.460339,0.703748,1.228705,417.290001,39.737441,0.374007,168.870558,3.769474,0.261737,0.0,0.354874,0,1,0,browsing
9.493707,26.045218,22.424371,32.138557,1.488378,0.0,0.069423,0.030584,3.167085,0.300469,2.143557,426.263966,43.398828,0.207172,186.013937,4.829249,0.21104,0.0,0.366062,0,1,0,browsing
17.51041,35.931746,7.41304,19.766817,0.321114,0.0,0.078271,0.706732,0.096262,1.346479,1.711547,411.957134,52.446019,0.393543,196.389765,1.474549,0.967462,0.0,0.072701,0,1,0,video_call
2.299642,5.67214,1.240463,14.173667,0.106166,0.0,0.001315,0.060656,0.063559,1.31968,0.270564,409.449368,40.364558,0.027285,35.685241,3.884951,0.0,0.0,0.059327,0,0,0,idle
11.439671,18.504546,24.842906,18.554126,0.94053,0.180835,0.030669,0.033806,4.571142,0.472224,0.799262,408.806857,53.163499,0.195995,168.47928,4.054093,0.316263,0.0,0.175928,0,0,0,browsing
0.269176,3.628222,0.458052,14.323141,-0.068502,0.0,0.001835,0.035973,0.079788,1.453427,0.302673,407.284709,36.547433,0.030617,26.205445,2.772518,0.0,0.0,0.026485,1,0,0,idle
20.060398,33.063916,23.038454,25.639615,0.043568,0.0,0.009366,0.021872,1.468191,0.84073,5.440021,436.529284,66.025907,2.40416,608.596771,7.290478,2.993292,0.138241,2.847715,1,0,1,coding
19.210782,37.802643,9.79815,16.910533,0.391733,0.0,0.066414,0.804562,0.116246,1.357482,0.689228,420.853563,48.119012,0.418118,307.027438,2.074691,0.476459,0.0,0.014739,0,1,0,video_call
11.005852,19.479896,8.607417,23.816201,0.572923,0.0,0.088114,0.805997,0.112108,1.95662,0.356641,410.180757,49.305183,0.424781,292.574776,2.798775,0.607259,0.0,0.06929,0,1,0,video_call
13.116054,23.601419,8.236289,21.771376,0.585512,0.0,0.079741,0.807829,0.071689,1.693332,0.431924,428.513523,46.999911,0.31109,325.378242,2.3876,0.741815,0.0,0.079829,0,1,0,video_call
18.344178,32.712329,11.784424,21.008596,0.464071,0.0,0.074244,0.880727,0.104617,1.890921,0.559221,419.380651,50.607388,0.51132,289.358164,2.179838,0.975469,0.0,0.05442,0,1,0,video_call
2.371924,5.755336,0.613581,14.671809,0.000174,0.0,0.001978,0.034353,0.057691,1.107126,0.0,402.89422,41.622282,0.010885,44.486807,2.444081,0.0,0.0,0.021235,0,0,0,idle
9.38841,23.044632,11.24672,27.487761,0.545781,0.0,0.093145,0.687452,0.073029,1.668507,0.620296,415.182527,45.941988,0.36665,303.898634,2.280184,1.038674,0.0,0.099705,0,1,0,video_call
16.068802,32.13778,14.915654,21.16061,0.339425,0.0,0.079574,0.829414,0.100063,1.073328,0.871584,396.956355,52.060826,0.362722,243.416608,2.122069,0.729478,0.0,0.013783,0,1,0,video_call
7.661482,14.977137,17.601119,22.080773,1.016395,0.217773,0.048502,0.035543,4.142637,0.352456,1.553037,418.753956,46.250901,0.277999,174.463482,3.552948,0.0,0.0,0.514654,0,1,0,browsing
14.446311,29.572219,14.587617,35.0185,2.140598,0.81983,0.004418,0.020769,0.876657,1.161049,2.262081,456.949548,52.027953,1.236217,459.769366,5.864885,6.197613,0.143244,4.199103,1,1,1,coding
10.707459,24.848263,19.153589,19.100279,0.834769,0.284101,0.047559,0.037064,3.987063,0.309579,1.315633,425.296264,42.612746,0.241238,183.816706,4.425944,0.217351,0.0,0.173877,0,1,0,browsing
20.416807,34.653422,6.428402,20.670492,0.276252,0.0,0.075677,0.670834,0.072307,2.045806,1.127392,409.909401,42.171499,0.3688,293.969908,1.518944,0.068593,0.0,0.089566,0,1,0,video_call
15.840303,35.724505,28.856056,18.25453,2.302497,0.362593,0.029197,0.006925,3.658898,0.400018,0.776034,419.58973,53.370257,0.158419,196.084385,3.414154,0.350203,0.0,0.107494,0,1,0,browsing
27.168398,39.36233,21.325454,21.557784,1.296071,0.559684,0.008008,0.037868,1.673039,0.724172,3.357408,415.909291,68.32455,2.302671,781.227299,6.67728,3.474596,0.032916,0.0,1,0,1,coding
1.918842,7.218539,1.262536,11.618628,-0.033165,0.0,0.003547,0.048398,0.044351,1.367613,0.27658,391.703759,38.06282,0.022121,31.950177,2.665979,0.0,0.0,0.030242,0,0,0,idle
1.602419,3.410404,0.783083,15.397894,-0.071986,0.0,0.002364,0.037691,0.063374,1.342222,0.510786,398.616716,35.996736,0.026107,42.33471,2.023797,0.0,0.0,0.021531,0,0,0,idle
21.813538,40.819166,23.423747,26.684495,2.509513,0.309176,0.01001,0.027902,1.801171,0.763581,4.372855,434.946111,65.720366,1.633926,310.62117,5.911901,6.496695,0.157461,3.90879,1,1,0,coding
4.571317,29.075753,19.732901,17.113269,0.385739,0.364186,0.060602,0.050356,2.326429,0.354418,1.113448,442.615837,40.31631,0.223139,133.943229,4.557719,0.41338,0.0,0.134679,0,1,0,browsing
12.267426,20.282411,10.128995,20.839864,0.333769,0.0,0.083453,0.737899,0.085731,1.69847,0.857839,410.711617,49.830573,0.282077,297.185448,1.699416,1.301837,0.0,0.067203,0,1,0,video_call
1.988458,4.727608,1.643546,13.747785,-0.040619,0.0,0.002363,0.091191,0.065358,1.395739,0.31107,401.005916,36.558175,0.031487,42.516552,1.491343,0.0,0.0,0.037949,0,0,0,idle
14.848314,30.100183,12.734742,20.78997,0.292715,0.0,0.083855,0.747365,0.091088,1.870361,0.730313,397.721057,47.274581,0.358141,313.852735,1.420286,0.542355,0.0,0.135191,0,1,0,video_call
1.106527,3.301659,0.769003,11.998621,0.074912,0.0,0.00242,0.045427,0.020919,0.989841,0.49243,398.218581,38.319422,0.032807,36.667725,1.431183,0.0,0.0,0.0,0,0,0,idle
21.300465,43.007465,22.341105,30.915,3.603365,0.440552,0.00445,0.0,1.22816,0.724479,3.107123,424.205215,69.223816,1.098094,659.798653,6.701596,2.611086,0.075257,2.460503,0,0,0,coding
19.650536,26.388635,26.126228,24.200295,2.79598,0.0,0.010978,0.013844,1.495467,0.663348,2.870439,436.727431,44.674775,1.201982,464.032333,10.611172,7.09925,0.085078,3.449716,1,1,1,coding
8.152112,31.866645,29.733962,21.886165,1.339636,0.0,0.035357,0.038224,2.439818,0.545112,1.502913,436.604026,46.354698,0.202124,244.282248,6.250935,0.304615,0.0,0.282053,0,1,0,browsing
35.080096,60.169003,16.459602,25.916362,3.882525,1.054234,0.019609,0.021416,1.495124,0.900728,4.288377,427.806035,62.49324,0.766425,508.681371,6.321722,3.187665,0.156421,1.738409,1,0,1,coding
28.465267,53.313481,13.224734,19.373677,2.002255,0.42776,0.008187,0.014501,1.097931,0.715031,3.187621,421.556925,58.494501,1.114607,760.430517,8.125646,1.990275,0.034488,3.91833,1,0,1,coding
1.690955,4.034891,0.853664,11.401478,0.008527,0.0,0.002993,0.03042,0.012593,1.626823,0.458399,393.110321,37.570526,0.001967,13.515085,0.128804,0.0,0.0,0.081142,0,0,0,idle
24.079271,27.224327,4.230033,27.738441,1.337334,1.150909,0.017558,0.01614,1.685971,0.735869,5.787601,415.57166,77.654839,1.612035,710.327112,10.384007,6.171887,0.064653,5.455285,1,1,1,coding
33.954597,61.949194,7.597542,17.922012,-0.5,0.0,0.00435,0.016893,0.918734,0.789397,0.5,432.196618,56.284513,0.281931,487.916579,6.329587,6.286143,0.033347,2.460113,1,1,0,coding
1.439082,3.842869,0.796496,13.564213,0.073022,0.0,0.001111,0.021896,0.034897,1.207192,0.326228,400.158144,36.772056,0.043255,33.274766,3.421167,0.0,0.0,0.004842,0,0,0,idle
12.456782,25.291799,12.748642,27.016727,0.115045,0.0,0.071411,0.835725,0.087965,1.782317,0.103927,422.862432,51.185773,0.307545,272.0481,2.41469,0.940263,0.0,0.084284,0,1,0,video_call
49.985123,76.370257,21.998446,26.74779,1.761911,0.744305,0.004192,0.017118,1.597939,0.745257,1.743868,452.00393,64.891256,2.581467,787.600893,8.331791,4.926111,0.074411,3.101091,1,0,1,coding
13.111342,23.225947,12.303555,20.759078,0.028844,0.0,0.079728,0.642259,0.068549,1.632513,1.011994,413.423092,54.247396,0.364964,384.696947,2.605776,1.547285,0.0,0.15226,0,1,0,video_call
4.603959,19.278413,20.22274,27.165006,0.431758,0.179826,0.0447,0.053847,3.458588,0.508323,0.961514,400.571897,50.308216,0.208799,212.086393,4.591627,0.222846,0.0,0.213141,0,1,0,browsing
1.80373,5.03637,1.082978,13.133295,0.041333,0.0,0.003247,0.034086,0.058654,1.206081,0.0735,408.533094,38.409217,0.029165,13.219697,2.865889,0.0,0.0,0.089117,0,0,0,idle
20.279916,26.70624,12.982989,26.809513,3.775576,1.578015,0.008525,0.03658,0.823024,0.985268,6.230619,441.234005,44.540868,1.607305,495.333271,9.286305,4.745939,0.083114,3.294076,0,1,1,coding
49.850164,73.482055,15.081149,33.204895,1.538578,0.424538,0.008168,0.038555,1.208556,1.003409,2.397288,421.724505,74.952117,1.352298,345.235646,7.571215,6.206676,0.087853,0.033637,1,1,1,coding
15.852112,29.452935,12.107661,22.393302,0.148801,0.0,0.087442,0.753868,0.049146,1.452679,1.046306,420.941823,45.883133,0.402407,303.826256,2.320749,0.596534,0.0,0.102053,0,1,0,video_call
1.936498,5.450395,1.421392,12.757699,0.054209,0.0,0.001837,0.078428,0.068478,1.062031,0.455534,402.05494,38.424934,0.026913,34.501707,0.497585,0.0,0.0,0.06658,0,1,0,idle
14.350074,32.806003,8.621361,19.86736,1.376625,0.098795,0.010028,0.018826,2.308891,0.416908,5.334256,435.907416,63.288963,0.711638,499.840954,9.730782,2.722788,0.096656,5.311504,1,1,1,coding
15.709956,26.751361,7.136114,26.619492,0.768932,0.0,0.080487,0.739586,0.086431,1.79914,0.756998,417.274152,39.850087,0.349572,403.996348,2.378741,0.800453,0.0,0.078655,0,1,0,video_call
